userID,ItemID,rating
0,0,3
0,1,2
0,2,3
0,3,4
0,4,5
0,5,5
0,6,5
0,7,5
0,8,1
0,9,1
0,10,4
0,11,5
0,12,4
0,13,2
0,14,3
0,15,5
0,16,2
0,17,1
0,18,4
0,19,5
1,0,4
1,1,1
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,3
1,8,2
1,9,2
1,10,2
1,11,2
1,12,1
1,13,4
1,14,4
1,15,5
1,16,4
1,17,3
1,18,4
1,19,5
2,0,5
2,1,5
2,2,2
2,3,2
2,4,3
2,5,4
2,6,4
2,7,1
2,8,1
2,9,2
2,10,1
2,11,1
2,12,2
2,13,3
2,14,4
2,15,4
2,16,5
2,17,4
2,18,5
2,19,3
3,0,2
3,1,1
3,2,1
3,3,5
3,4,4
3,5,5
3,6,5
3,7,5
3,8,1
3,9,1
3,10,4
3,11,5
3,12,5
3,13,5
3,14,4
3,15,3
3,16,2
3,17,1
3,18,2
3,19,2
4,0,3
4,1,3
4,2,1
4,3,4
4,4,5
4,5,5
4,6,3
4,7,5
4,8,1
4,9,1
4,10,5
4,11,5
4,12,4
4,13,2
4,14,2
4,15,5
4,16,2
4,17,2
4,18,4
4,19,5
5,0,1
5,1,5
5,2,2
5,3,4
5,4,4
5,5,2
5,6,2
5,7,4
5,8,1
5,9,1
5,10,3
5,11,4
5,12,2
5,13,2
5,14,2
5,15,5
5,16,1
5,17,3
5,18,5
5,19,3
6,0,5
6,1,1
6,2,5
6,3,2
6,4,2
6,5,2
6,6,4
6,7,2
6,8,3
6,9,3
6,10,2
6,11,2
6,12,2
6,13,2
6,14,4
6,15,3
6,16,5
6,17,5
6,18,4
6,19,2
7,0,3
7,1,4
7,2,3
7,3,2
7,4,1
7,5,2
7,6,3
7,7,2
7,8,4
7,9,5
7,10,2
7,11,1
7,12,2
7,13,3
7,14,2
7,15,4
7,16,3
7,17,5
7,18,2
7,19,3
8,0,5
8,1,4
8,2,4
8,3,3
8,4,2
8,5,4
8,6,4
8,7,2
8,8,2
8,9,1
8,10,2
8,11,2
8,12,1
8,13,3
8,14,1
8,15,5
8,16,4
8,17,3
8,18,5
8,19,4
9,0,5
9,1,3
9,2,4
9,3,5
9,4,4
9,5,5
9,6,4
9,7,4
9,8,1
9,9,1
9,10,4
9,11,3
9,12,4
9,13,4
9,14,3
9,15,4
9,16,2
9,17,2
9,18,5
9,19,5
10,0,2
10,1,2
10,2,4
10,3,2
10,4,3
10,5,2
10,6,3
10,7,2
10,8,2
10,9,1
10,10,3
10,11,2
10,12,1
10,13,1
10,14,4
10,15,3
10,16,4
10,17,3
10,18,5
10,19,3
11,0,2
11,1,4
11,2,4
11,3,2
11,4,1
11,5,1
11,6,2
11,7,1
11,8,4
11,9,3
11,10,2
11,11,1
11,12,1
11,13,1
11,14,2
11,15,3
11,16,4
11,17,5
11,18,4
11,19,2
12,0,4
12,1,4
12,2,2
12,3,3
12,4,3
12,5,2
12,6,4
12,7,2
12,8,3
12,9,4
12,10,3
12,11,2
12,12,2
12,13,4
12,14,4
12,15,5
12,16,2
12,17,2
12,18,4
12,19,4
13,0,2
13,1,1
13,2,2
13,3,5
13,4,4
13,5,5
13,6,5
13,7,5
13,8,1
13,9,2
13,10,4
13,11,5
13,12,5
13,13,3
13,14,1
13,15,4
13,16,2
13,17,1
13,18,3
13,19,4
14,0,2
14,1,3
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,1
14,8,4
14,9,5
14,10,1
14,11,1
14,12,1
14,13,2
14,14,1
14,15,2
14,16,1
14,17,3
14,18,2
14,19,1
15,0,4
15,1,2
15,2,3
15,3,4
15,4,2
15,5,1
15,6,4
15,7,2
15,8,2
15,9,1
15,10,3
15,11,2
15,12,4
15,13,3
15,14,2
15,15,4
15,16,4
15,17,3
15,18,4
15,19,4
16,0,5
16,1,5
16,2,5
16,3,3
16,4,2
16,5,2
16,6,3
16,7,2
16,8,3
16,9,3
16,10,2
16,11,2
16,12,2
16,13,3
16,14,3
16,15,5
16,16,3
16,17,4
16,18,5
16,19,2
17,0,4
17,1,5
17,2,3
17,3,1
17,4,1
17,5,1
17,6,3
17,7,1
17,8,4
17,9,3
17,10,1
17,11,1
17,12,1
17,13,3
17,14,2
17,15,4
17,16,5
17,17,3
17,18,2
17,19,3
18,0,2
18,1,2
18,2,2
18,3,4
18,4,4
18,5,5
18,6,5
18,7,5
18,8,1
18,9,1
18,10,5
18,11,5
18,12,5
18,13,4
18,14,3
18,15,5
18,16,2
18,17,1
18,18,4
18,19,5
19,0,3
19,1,4
19,2,2
19,3,1
19,4,1
19,5,4
19,6,2
19,7,3
19,8,5
19,9,3
19,10,2
19,11,3
19,12,2
19,13,4
19,14,2
19,15,3
19,16,2
19,17,5
19,18,4
19,19,2
20,0,4
20,1,5
20,2,4
20,3,3
20,4,2
20,5,2
20,6,4
20,7,3
20,8,3
20,9,3
20,10,2
20,11,2
20,12,3
20,13,3
20,14,4
20,15,3
20,16,4
20,17,5
20,18,4
20,19,3
21,0,5
21,1,4
21,2,5
21,3,4
21,4,4
21,5,1
21,6,3
21,7,2
21,8,2
21,9,4
21,10,3
21,11,2
21,12,2
21,13,2
21,14,3
21,15,4
21,16,5
21,17,4
21,18,3
21,19,3
22,0,2
22,1,1
22,2,2
22,3,5
22,4,5
22,5,5
22,6,5
22,7,5
22,8,2
22,9,2
22,10,4
22,11,5
22,12,4
22,13,4
22,14,2
22,15,3
22,16,1
22,17,2
22,18,3
22,19,2
23,0,1
23,1,2
23,2,1
23,3,4
23,4,5
23,5,4
23,6,4
23,7,5
23,8,1
23,9,1
23,10,5
23,11,4
23,12,5
23,13,3
23,14,2
23,15,2
23,16,2
23,17,1
23,18,3
23,19,4
24,0,3
24,1,1
24,2,2
24,3,4
24,4,3
24,5,4
24,6,4
24,7,3
24,8,2
24,9,2
24,10,5
24,11,5
24,12,3
24,13,2
24,14,1
24,15,2
24,16,2
24,17,4
24,18,4
24,19,3
25,0,4
25,1,2
25,2,3
25,3,4
25,4,3
25,5,2
25,6,5
25,7,3
25,8,1
25,9,3
25,10,4
25,11,3
25,12,2
25,13,4
25,14,4
25,15,4
25,16,5
25,17,2
25,18,3
25,19,2
26,0,2
26,1,4
26,2,2
26,3,5
26,4,5
26,5,5
26,6,5
26,7,5
26,8,2
26,9,2
26,10,5
26,11,5
26,12,5
26,13,3
26,14,4
26,15,5
26,16,2
26,17,3
26,18,2
26,19,5
27,0,5
27,1,5
27,2,5
27,3,5
27,4,5
27,5,3
27,6,2
27,7,4
27,8,4
27,9,3
27,10,5
27,11,4
27,12,5
27,13,5
27,14,3
27,15,2
27,16,1
27,17,3
27,18,4
27,19,1
28,0,2
28,1,5
28,2,5
28,3,1
28,4,1
28,5,5
28,6,4
28,7,2
28,8,5
28,9,4
28,10,1
28,11,1
28,12,1
28,13,3
28,14,1
28,15,5
28,16,3
28,17,5
28,18,2
28,19,1
29,0,5
29,1,4
29,2,3
29,3,2
29,4,2
29,5,1
29,6,1
29,7,1
29,8,3
29,9,3
29,10,2
29,11,2
29,12,1
29,13,4
29,14,3
29,15,4
29,16,5
29,17,3
29,18,4
29,19,2
30,0,4
30,1,3
30,2,5
30,3,3
30,4,2
30,5,4
30,6,4
30,7,2
30,8,4
30,9,5
30,10,2
30,11,2
30,12,3
30,13,5
30,14,2
30,15,3
30,16,4
30,17,5
30,18,3
30,19,2
31,0,2
31,1,1
31,2,2
31,3,4
31,4,5
31,5,4
31,6,5
31,7,3
31,8,2
31,9,2
31,10,4
31,11,4
31,12,5
31,13,4
31,14,2
31,15,5
31,16,1
31,17,2
31,18,3
31,19,5
32,0,2
32,1,4
32,2,1
32,3,5
32,4,5
32,5,3
32,6,2
32,7,5
32,8,1
32,9,1
32,10,5
32,11,3
32,12,5
32,13,4
32,14,4
32,15,5
32,16,1
32,17,1
32,18,2
32,19,3
33,0,4
33,1,5
33,2,4
33,3,4
33,4,4
33,5,2
33,6,3
33,7,2
33,8,2
33,9,2
33,10,4
33,11,4
33,12,2
33,13,4
33,14,2
33,15,1
33,16,5
33,17,3
33,18,4
33,19,3
34,0,5
34,1,5
34,2,1
34,3,2
34,4,3
34,5,5
34,6,5
34,7,5
34,8,2
34,9,3
34,10,2
34,11,2
34,12,5
34,13,1
34,14,1
34,15,5
34,16,2
34,17,2
34,18,5
34,19,5
35,0,4
35,1,5
35,2,1
35,3,3
35,4,2
35,5,5
35,6,5
35,7,5
35,8,1
35,9,1
35,10,2
35,11,1
35,12,2
35,13,1
35,14,1
35,15,5
35,16,3
35,17,5
35,18,5
35,19,5
36,0,4
36,1,2
36,2,3
36,3,2
36,4,1
36,5,3
36,6,3
36,7,2
36,8,3
36,9,3
36,10,2
36,11,3
36,12,3
36,13,2
36,14,4
36,15,3
36,16,2
36,17,1
36,18,3
36,19,4
37,0,2
37,1,2
37,2,2
37,3,3
37,4,2
37,5,3
37,6,4
37,7,3
37,8,2
37,9,2
37,10,3
37,11,2
37,12,4
37,13,2
37,14,4
37,15,3
37,16,1
37,17,1
37,18,2
37,19,2
38,0,3
38,1,5
38,2,2
38,3,3
38,4,4
38,5,3
38,6,2
38,7,4
38,8,2
38,9,2
38,10,3
38,11,3
38,12,4
38,13,2
38,14,4
38,15,4
38,16,3
38,17,2
38,18,2
38,19,3
39,0,4
39,1,4
39,2,2
39,3,1
39,4,3
39,5,4
39,6,3
39,7,2
39,8,3
39,9,4
39,10,2
39,11,2
39,12,1
39,13,1
39,14,3
39,15,3
39,16,4
39,17,5
39,18,4
39,19,3
40,0,5
40,1,5
40,2,1
40,3,1
40,4,3
40,5,4
40,6,4
40,7,2
40,8,4
40,9,5
40,10,2
40,11,1
40,12,1
40,13,2
40,14,1
40,15,5
40,16,4
40,17,5
40,18,3
40,19,5
41,0,2
41,1,1
41,2,2
41,3,3
41,4,2
41,5,1
41,6,2
41,7,1
41,8,3
41,9,3
41,10,2
41,11,3
41,12,4
41,13,5
41,14,4
41,15,2
41,16,1
41,17,2
41,18,2
41,19,3
42,0,4
42,1,3
42,2,1
42,3,2
42,4,1
42,5,2
42,6,4
42,7,4
42,8,3
42,9,4
42,10,2
42,11,1
42,12,4
42,13,3
42,14,2
42,15,2
42,16,4
42,17,3
42,18,2
42,19,3
43,0,4
43,1,5
43,2,3
43,3,1
43,4,1
43,5,1
43,6,1
43,7,1
43,8,3
43,9,3
43,10,1
43,11,1
43,12,1
43,13,2
43,14,1
43,15,2
43,16,1
43,17,2
43,18,3
43,19,1
44,0,2
44,1,1
44,2,2
44,3,4
44,4,4
44,5,5
44,6,5
44,7,4
44,8,3
44,9,2
44,10,2
44,11,3
44,12,4
44,13,3
44,14,3
44,15,4
44,16,2
44,17,3
44,18,3
44,19,4
45,0,2
45,1,4
45,2,2
45,3,2
45,4,3
45,5,3
45,6,2
45,7,4
45,8,2
45,9,1
45,10,2
45,11,3
45,12,2
45,13,4
45,14,4
45,15,4
45,16,2
45,17,3
45,18,4
45,19,5
46,0,3
46,1,4
46,2,2
46,3,2
46,4,3
46,5,4
46,6,5
46,7,2
46,8,1
46,9,2
46,10,3
46,11,4
46,12,2
46,13,2
46,14,4
46,15,5
46,16,3
46,17,3
46,18,4
46,19,3
47,0,2
47,1,2
47,2,3
47,3,4
47,4,5
47,5,5
47,6,5
47,7,4
47,8,2
47,9,2
47,10,3
47,11,3
47,12,4
47,13,3
47,14,3
47,15,4
47,16,4
47,17,2
47,18,4
47,19,4
48,0,2
48,1,4
48,2,2
48,3,1
48,4,2
48,5,3
48,6,2
48,7,3
48,8,4
48,9,5
48,10,2
48,11,1
48,12,1
48,13,5
48,14,2
48,15,5
48,16,2
48,17,4
48,18,4
48,19,2
49,0,4
49,1,2
49,2,5
49,3,2
49,4,2
49,5,4
49,6,3
49,7,1
49,8,2
49,9,3
49,10,1
49,11,2
49,12,1
49,13,2
49,14,3
49,15,2
49,16,4
49,17,3
49,18,2
49,19,4